election_id,district_name,district_id,source_page,party_family,contest_status,candidate_count,first_preference_votes,formal_votes,district_reconciled
vic_la_2010,Murray Valley,murray-valley,307,Other/Independent,contested,3,7080,34100,True
vic_la_2010,Narracan,narracan,309,ALP,contested,1,11161,38179,True
vic_la_2010,Narracan,narracan,309,Coalition,contested,1,21636,38179,True
vic_la_2010,Narracan,narracan,309,Greens,contested,1,2967,38179,True
vic_la_2010,Narracan,narracan,309,One Nation,verified_no_contest,0,0,38179,True
vic_la_2010,Narracan,narracan,309,Other/Independent,contested,2,2415,38179,True
vic_la_2010,Narre Warren North,narre-warren-north,311,ALP,contested,1,15043,35377,True
vic_la_2010,Narre Warren North,narre-warren-north,311,Coalition,contested,1,14743,35377,True
vic_la_2010,Narre Warren North,narre-warren-north,311,Greens,contested,1,2443,35377,True
vic_la_2010,Narre Warren North,narre-warren-north,311,One Nation,verified_no_contest,0,0,35377,True
vic_la_2010,Narre Warren North,narre-warren-north,311,Other/Independent,contested,4,3148,35377,True
vic_la_2010,Narre Warren South,narre-warren-south,314,ALP,contested,1,22007,45892,True
vic_la_2010,Narre Warren South,narre-warren-south,314,Coalition,contested,1,17402,45892,True
vic_la_2010,Narre Warren South,narre-warren-south,314,Greens,contested,1,3244,45892,True
vic_la_2010,Narre Warren South,narre-warren-south,314,One Nation,verified_no_contest,0,0,45892,True
vic_la_2010,Narre Warren South,narre-warren-south,314,Other/Independent,contested,4,3239,45892,True
vic_la_2010,Nepean,nepean,317,ALP,contested,1,9333,34648,True
vic_la_2010,Nepean,nepean,317,Coalition,contested,1,20700,34648,True
vic_la_2010,Nepean,nepean,317,Greens,contested,1,4176,34648,True
vic_la_2010,Nepean,nepean,317,One Nation,verified_no_contest,0,0,34648,True
vic_la_2010,Nepean,nepean,317,Other/Independent,contested,1,439,34648,True
vic_la_2010,Niddrie,niddrie,319,ALP,contested,1,14435,31597,True
vic_la_2010,Niddrie,niddrie,319,Coalition,contested,1,11000,31597,True
vic_la_2010,Niddrie,niddrie,319,Greens,contested,1,2451,31597,True
vic_la_2010,Niddrie,niddrie,319,One Nation,verified_no_contest,0,0,31597,True
vic_la_2010,Niddrie,niddrie,319,Other/Independent,contested,6,3711,31597,True
vic_la_2010,Northcote,northcote,322,ALP,contested,1,15917,35422,True
vic_la_2010,Northcote,northcote,322,Coalition,contested,1,6863,35422,True
vic_la_2010,Northcote,northcote,322,Greens,contested,1,10927,35422,True
vic_la_2010,Northcote,northcote,322,One Nation,verified_no_contest,0,0,35422,True
vic_la_2010,Northcote,northcote,322,Other/Independent,contested,3,1715,35422,True
vic_la_2010,Oakleigh,oakleigh,326,ALP,contested,1,12888,31457,True
vic_la_2010,Oakleigh,oakleigh,326,Coalition,contested,1,12616,31457,True
vic_la_2010,Oakleigh,oakleigh,326,Greens,contested,1,4719,31457,True
vic_la_2010,Oakleigh,oakleigh,326,One Nation,verified_no_contest,0,0,31457,True
vic_la_2010,Oakleigh,oakleigh,326,Other/Independent,contested,3,1234,31457,True
vic_la_2010,Pascoe Vale,pascoe-vale,329,ALP,contested,1,18795,34980,True
vic_la_2010,Pascoe Vale,pascoe-vale,329,Coalition,contested,1,9823,34980,True
vic_la_2010,Pascoe Vale,pascoe-vale,329,Greens,contested,1,5683,34980,True
vic_la_2010,Pascoe Vale,pascoe-vale,329,One Nation,verified_no_contest,0,0,34980,True
vic_la_2010,Pascoe Vale,pascoe-vale,329,Other/Independent,contested,1,679,34980,True
vic_la_2010,Polwarth,polwarth,331,ALP,contested,1,10432,38409,True
