election_id,district_id,district_name,source_url,source_sha256,elected_candidate,elected_party_raw,elected_party_family,finalist_1_candidate,finalist_1_party_raw,finalist_1_party_family,finalist_1_votes,finalist_1_percent,finalist_2_candidate,finalist_2_party_raw,finalist_2_party_family,finalist_2_votes,finalist_2_percent,winner_party_family,final_pair_family_label,outcome_table_kind,outcome_source_url,outcome_source_sha256,alp_won
vic_la_2018,mordialloc,Mordialloc,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/mordiallocdistrict.html,34de72fc00160fd062e49811ef8aa81a6ab4620e3aaa5bf0ff6f70bb5a311891,"RICHARDSON, Tim",AUSTRALIAN LABOR PARTY,ALP,"RICHARDSON, Tim",AUSTRALIAN LABOR PARTY,ALP,25159,62.9,"GLEDHILL, Geoff",LIBERAL,Coalition,14838,37.1,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/mordiallocdistrict.html,34de72fc00160fd062e49811ef8aa81a6ab4620e3aaa5bf0ff6f70bb5a311891,1
vic_la_2018,mornington,Mornington,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/morningtondistrict.html,9690adf7f29bd9a1abfb2cf9ceb5093d745eeaac5cfb47f2327cdce9661b81a2,"MORRIS, David",LIBERAL,Coalition,"MORRIS, David",LIBERAL,Coalition,22775,54.99,"WHITE, Ryan",AUSTRALIAN LABOR PARTY,ALP,18638,45.01,Coalition,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/morningtondistrict.html,9690adf7f29bd9a1abfb2cf9ceb5093d745eeaac5cfb47f2327cdce9661b81a2,0
vic_la_2018,morwell,Morwell,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/morwelldistrict.html,25268b5037be09ef3397d8b516e4d79f6fddcc76426d34712ff1e1468998de85,"NORTHE, Russell",,Other/Independent,"RICHARDS, Mark",AUSTRALIAN LABOR PARTY,ALP,19334,48.16,"NORTHE, Russell",,Other/Independent,20808,51.84,Other/Independent,ALP-Other/Independent,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/morwelldistrict.html,25268b5037be09ef3397d8b516e4d79f6fddcc76426d34712ff1e1468998de85,0
vic_la_2018,mount-waverley,Mount Waverley,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/mountwaverleydistrict.html,3ebcafdcf9a7ea19a1ad6c27b082c59794541eefe5d3583495684b79e3baacb7,"FREGON, Matt",AUSTRALIAN LABOR PARTY,ALP,"FREGON, Matt",AUSTRALIAN LABOR PARTY,ALP,17453,51.85,"GIDLEY, Michael",LIBERAL,Coalition,16208,48.15,ALP,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/mountwaverleydistrict.html,3ebcafdcf9a7ea19a1ad6c27b082c59794541eefe5d3583495684b79e3baacb7,1
vic_la_2018,mulgrave,Mulgrave,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/mulgravedistrict.html,c696bd1c0bac18dc24b9c2469173ed3363f01ba7ef6974fcd6bc3eb41546024c,"ANDREWS, Daniel",AUSTRALIAN LABOR PARTY,ALP,"DAVENPORT, Maree",LIBERAL,Coalition,12911,37.29,"ANDREWS, Daniel",AUSTRALIAN LABOR PARTY,ALP,21708,62.71,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/mulgravedistrict.html,c696bd1c0bac18dc24b9c2469173ed3363f01ba7ef6974fcd6bc3eb41546024c,1
vic_la_2018,murray-plains,Murray Plains,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/murrayplainsdistrict.html,cc0039e4183f03e87d312d16303b701930f92200efdd56e2c1431ce5891b2585,"WALSH, Peter",THE NATIONALS,Coalition,"WALSH, Peter",THE NATIONALS,Coalition,29703,73.95,"WILLIAMS, Peter",AUSTRALIAN LABOR PARTY,ALP,10461,26.05,Coalition,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/murrayplainsdistrict.html,cc0039e4183f03e87d312d16303b701930f92200efdd56e2c1431ce5891b2585,0
vic_la_2018,narracan,Narracan,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/narracandistrict.html,fca1c3fd1acc570012d63ba014485fea146e34f0699a00f60b85eab9ca060562,"BLACKWOOD, Gary",LIBERAL,Coalition,"BLACKWOOD, Gary",LIBERAL,Coalition,25724,57.26,"MAXFIELD, Christine",AUSTRALIAN LABOR PARTY,ALP,19203,42.74,Coalition,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/narracandistrict.html,fca1c3fd1acc570012d63ba014485fea146e34f0699a00f60b85eab9ca060562,0
vic_la_2018,narre-warren-north,Narre Warren North,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/narrewarrennorthdistrict.html,5bfece137866d102a9c93cb4c52214e7d99de863861acc0a151faa3a0c6a9c11,"DONNELLAN, Luke",AUSTRALIAN LABOR PARTY,ALP,"DONNELLAN, Luke",AUSTRALIAN LABOR PARTY,ALP,22426,59.76,"FITZGERALD, Vikki",LIBERAL,Coalition,15103,40.24,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/narrewarrennorthdistrict.html,5bfece137866d102a9c93cb4c52214e7d99de863861acc0a151faa3a0c6a9c11,1
vic_la_2018,narre-warren-south,Narre Warren South,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/narrewarrensouthdistrict.html,546bcf481185f4eba62409dae1a4ab42fd4eee45fcee64de29b5f30503275ba3,"MAAS, Gary",AUSTRALIAN LABOR PARTY,ALP,"MAAS, Gary",AUSTRALIAN LABOR PARTY,ALP,21563,56.06312724247309,"SEREY, Susan",LIBERAL,Coalition,16899,43.936872757526906,ALP,ALP-Coalition,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributionnarrewarrensouthdistrict.html,122372e1fe51fea4928afde65671755115f6ef6abce4bc6ab5b62211728e212d,1
vic_la_2018,nepean,Nepean,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/nepeandistrict.html,aa9629328024c4026bc943253767e15aef669d6b002cc16af941af4b99dcb357,"BRAYNE, Chris",AUSTRALIAN LABOR PARTY,ALP,"BRAYNE, Chris",AUSTRALIAN LABOR PARTY,ALP,21512,50.91,"JOSEPH, Russell",LIBERAL,Coalition,20745,49.09,ALP,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/nepeandistrict.html,aa9629328024c4026bc943253767e15aef669d6b002cc16af941af4b99dcb357,1
vic_la_2018,niddrie,Niddrie,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/niddriedistrict.html,9e99f95cc2464591fa69ab8270c8860f09b641af5330e7e23f2c2264bde1f93c,"CARROLL, Ben",AUSTRALIAN LABOR PARTY,ALP,"REESON, Ben",LIBERAL,Coalition,14358,37.41,"CARROLL, Ben",AUSTRALIAN LABOR PARTY,ALP,24021,62.59,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/niddriedistrict.html,9e99f95cc2464591fa69ab8270c8860f09b641af5330e7e23f2c2264bde1f93c,1
vic_la_2018,northcote,Northcote,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/northcotedistrict.html,43eb93778c564bbf4ba60f16b93d78f4cb8759a493f2c25d768d3b72b3442eaf,"THEOPHANOUS, Kat",AUSTRALIAN LABOR PARTY,ALP,"THORPE, Lidia",AUSTRALIAN GREENS,Greens,20548,48.29,"THEOPHANOUS, Kat",AUSTRALIAN LABOR PARTY,ALP,22004,51.71,ALP,Greens-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/northcotedistrict.html,43eb93778c564bbf4ba60f16b93d78f4cb8759a493f2c25d768d3b72b3442eaf,1
vic_la_2018,oakleigh,Oakleigh,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/oakleighdistrict.html,4d2a7034582006dc45c0558997e448894dd5a8b0dfb5b97d441dbcbca1dd7cbe,"DIMOPOULOS, Steve",AUSTRALIAN LABOR PARTY,ALP,"EDMONDS, Andrew",LIBERAL,Coalition,12268,34.22,"DIMOPOULOS, Steve",AUSTRALIAN LABOR PARTY,ALP,23587,65.78,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/oakleighdistrict.html,4d2a7034582006dc45c0558997e448894dd5a8b0dfb5b97d441dbcbca1dd7cbe,1
vic_la_2018,ovens-valley,Ovens Valley,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/ovensvalleydistrict.html,4d10140b92b980020c5e9138a0695e66473156744e63dbbaa2c64de5575579b2,"McCURDY, Tim",THE NATIONALS,Coalition,"McCURDY, Tim",THE NATIONALS,Coalition,19438,68.29696778047152,"DOYLE, Kate",AUSTRALIAN LABOR PARTY,ALP,9023,31.703032219528477,Coalition,Coalition-ALP,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributionovensvalleydistrict.html,8d2b05552fad733604d40778835ae2a8b19d8522d3c11626ec1b028c8c3f976b,0
