district_id,district_name,feature_id,value,cutoff,source_role
34,GEMBROOK,apartment_share,0.037546938462,2014-11-28,prediction-safe-prior-geographic-translation
34,GEMBROOK,age_18_34_share,0.181324391467,2014-11-28,prediction-safe-prior-geographic-translation
34,GEMBROOK,age_65_plus_share,0.119667652770,2014-11-28,prediction-safe-prior-geographic-translation
35,GIPPSLAND EAST,mortgage_share,0.305458988889,2014-11-28,prediction-safe-prior-geographic-translation
35,GIPPSLAND EAST,renter_share,0.209931887674,2014-11-28,prediction-safe-prior-geographic-translation
35,GIPPSLAND EAST,owned_outright_share,0.441290503398,2014-11-28,prediction-safe-prior-geographic-translation
35,GIPPSLAND EAST,separate_house_share,0.901604180527,2014-11-28,prediction-safe-prior-geographic-translation
35,GIPPSLAND EAST,apartment_share,0.050870786374,2014-11-28,prediction-safe-prior-geographic-translation
35,GIPPSLAND EAST,age_18_34_share,0.126271061234,2014-11-28,prediction-safe-prior-geographic-translation
35,GIPPSLAND EAST,age_65_plus_share,0.217967187900,2014-11-28,prediction-safe-prior-geographic-translation
36,GIPPSLAND SOUTH,mortgage_share,0.337299284280,2014-11-28,prediction-safe-prior-geographic-translation
36,GIPPSLAND SOUTH,renter_share,0.210248525374,2014-11-28,prediction-safe-prior-geographic-translation
36,GIPPSLAND SOUTH,owned_outright_share,0.409527138032,2014-11-28,prediction-safe-prior-geographic-translation
36,GIPPSLAND SOUTH,separate_house_share,0.927546050541,2014-11-28,prediction-safe-prior-geographic-translation
36,GIPPSLAND SOUTH,apartment_share,0.027614275560,2014-11-28,prediction-safe-prior-geographic-translation
36,GIPPSLAND SOUTH,age_18_34_share,0.149566061362,2014-11-28,prediction-safe-prior-geographic-translation
36,GIPPSLAND SOUTH,age_65_plus_share,0.181914708130,2014-11-28,prediction-safe-prior-geographic-translation
37,HASTINGS,mortgage_share,0.492173161971,2014-11-28,prediction-safe-prior-geographic-translation
37,HASTINGS,renter_share,0.192329854346,2014-11-28,prediction-safe-prior-geographic-translation
37,HASTINGS,owned_outright_share,0.285896415757,2014-11-28,prediction-safe-prior-geographic-translation
37,HASTINGS,separate_house_share,0.891511906216,2014-11-28,prediction-safe-prior-geographic-translation
37,HASTINGS,apartment_share,0.038997292358,2014-11-28,prediction-safe-prior-geographic-translation
37,HASTINGS,age_18_34_share,0.186974959696,2014-11-28,prediction-safe-prior-geographic-translation
37,HASTINGS,age_65_plus_share,0.114798405902,2014-11-28,prediction-safe-prior-geographic-translation
38,HAWTHORN,mortgage_share,0.274591089484,2014-11-28,prediction-safe-prior-geographic-translation
38,HAWTHORN,renter_share,0.337371741473,2014-11-28,prediction-safe-prior-geographic-translation
38,HAWTHORN,owned_outright_share,0.360849361585,2014-11-28,prediction-safe-prior-geographic-translation
38,HAWTHORN,separate_house_share,0.526041958096,2014-11-28,prediction-safe-prior-geographic-translation
38,HAWTHORN,apartment_share,0.324721330291,2014-11-28,prediction-safe-prior-geographic-translation
38,HAWTHORN,age_18_34_share,0.274203892760,2014-11-28,prediction-safe-prior-geographic-translation
38,HAWTHORN,age_65_plus_share,0.128641559600,2014-11-28,prediction-safe-prior-geographic-translation
39,IVANHOE,mortgage_share,0.303162666942,2014-11-28,prediction-safe-prior-geographic-translation
39,IVANHOE,renter_share,0.277630383093,2014-11-28,prediction-safe-prior-geographic-translation
39,IVANHOE,owned_outright_share,0.382312324042,2014-11-28,prediction-safe-prior-geographic-translation
39,IVANHOE,separate_house_share,0.754727523522,2014-11-28,prediction-safe-prior-geographic-translation
39,IVANHOE,apartment_share,0.124440644403,2014-11-28,prediction-safe-prior-geographic-translation
39,IVANHOE,age_18_34_share,0.203048760588,2014-11-28,prediction-safe-prior-geographic-translation
39,IVANHOE,age_65_plus_share,0.162846991687,2014-11-28,prediction-safe-prior-geographic-translation
4,BAYSWATER,mortgage_share,0.433697832747,2014-11-28,prediction-safe-prior-geographic-translation
4,BAYSWATER,renter_share,0.206074036964,2014-11-28,prediction-safe-prior-geographic-translation
4,BAYSWATER,owned_outright_share,0.328703913987,2014-11-28,prediction-safe-prior-geographic-translation
4,BAYSWATER,separate_house_share,0.802714853722,2014-11-28,prediction-safe-prior-geographic-translation
4,BAYSWATER,apartment_share,0.063054655130,2014-11-28,prediction-safe-prior-geographic-translation
4,BAYSWATER,age_18_34_share,0.210466564419,2014-11-28,prediction-safe-prior-geographic-translation
4,BAYSWATER,age_65_plus_share,0.146249195301,2014-11-28,prediction-safe-prior-geographic-translation
40,KEW,mortgage_share,0.299002167005,2014-11-28,prediction-safe-prior-geographic-translation
40,KEW,renter_share,0.218444080659,2014-11-28,prediction-safe-prior-geographic-translation
40,KEW,owned_outright_share,0.454901575513,2014-11-28,prediction-safe-prior-geographic-translation
40,KEW,separate_house_share,0.742884374551,2014-11-28,prediction-safe-prior-geographic-translation
40,KEW,apartment_share,0.122443551314,2014-11-28,prediction-safe-prior-geographic-translation
40,KEW,age_18_34_share,0.174618492881,2014-11-28,prediction-safe-prior-geographic-translation
40,KEW,age_65_plus_share,0.161917345733,2014-11-28,prediction-safe-prior-geographic-translation
41,KEYSBOROUGH,mortgage_share,0.378691540255,2014-11-28,prediction-safe-prior-geographic-translation
41,KEYSBOROUGH,renter_share,0.206065452365,2014-11-28,prediction-safe-prior-geographic-translation
41,KEYSBOROUGH,owned_outright_share,0.371872329365,2014-11-28,prediction-safe-prior-geographic-translation
41,KEYSBOROUGH,separate_house_share,0.809494857891,2014-11-28,prediction-safe-prior-geographic-translation
41,KEYSBOROUGH,apartment_share,0.100113426479,2014-11-28,prediction-safe-prior-geographic-translation
41,KEYSBOROUGH,age_18_34_share,0.215681812019,2014-11-28,prediction-safe-prior-geographic-translation
