election_year,district_name,contest,source_url,sha256
2018,Altona,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/altonadistrict.html,71b87225616d972e69befc5f349429b33ae379795860340ea76028b9fd56028b
2018,Bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bassdistrict.html,7b62e7433054e7e37216437d72ed0b537321caa5997602bd124c4d31c2e4f5b0
2018,Bayswater,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bayswaterdistrict.html,d17010dd7e5938701ab1000d5a9d62bc22896b3077a16db8005858ff47b025a4
2018,Bellarine,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bellarinedistrict.html,bba490fd8390b7ec722c83c98bd232c92c9875ae19a05a0775e2ad390822ddf7
2018,Benambra,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/benambradistrict.html,e73cdc260c191ce24b6b11d76d6b6235d1ec63556e70be0a537a3ce8a15ab80e
2018,Bendigo East,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bendigoeastdistrict.html,f5bada50cc540cc6c4eb2b36f3495a6c6b9736eb232d0df7fea17c2984b3f38a
2018,Bendigo West,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bendigowestdistrict.html,2535759a2cb8327ee844a44cb0353af4f17538d622df3be23338af0d68e09a0f
2018,Bentleigh,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bentleighdistrict.html,d057702ca840e27ffb5c69ff8df276db153728c04ce93486a78158234a59a202
2018,Box Hill,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/boxhilldistrict.html,1eeaae49b6ecec300995cb326fe4722edd53789ae58d9d3897dd5ce23e18c2a0
2018,Brighton,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/brightondistrict.html,97c54afeb18f1db5f4f456959647d42a39a00f4cac3ca0384792530458aa4015
2018,Broadmeadows,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/broadmeadowsdistrict.html,9900f4934a083f1de7edcc4b644936d05ddcc2d1f4f124a5c4f4b95e9d0db325
